Seed_Num,Female,Fold
4,W10004_0192,4
4,W10004_0197,4
4,W10004_0199,3
4,W10004_0200,1
4,W10004_0203,5
4,W10004_0204,3
4,W10004_0206,1
4,W10004_0212,5
4,W10004_0213,4
4,W10004_0217,5
4,W10004_0220,5
4,W10004_0221,4
4,W10004_0223,2
4,W10004_0224,2
4,W10004_0225,1
4,W10004_0227,5
4,W10004_0231,2
4,W10004_0241,4
4,W10004_0254,5
4,W10004_0258,1
4,W10004_0261,2
4,W10004_0262,2
4,W10004_0264,4
4,W10004_0268,3
4,W10004_0276,4
4,W10004_0292,2
4,W10004_0299,4
4,W10004_0306,5
4,W10004_0308,5
4,W10004_0344,3
4,W10004_0380,1
4,W10004_0381,3
4,W10004_0383,3
4,W10004_0389,4
4,W10004_0403,4
4,W10004_0409,4
4,W10004_0410,1
4,W10004_0419,1
4,W10004_0427,5
4,W10004_0430,3
4,W10004_0465,2
4,W10004_0474,1
4,W10004_0487,2
4,W10004_0498,1
4,W10004_0501,4
4,W10004_0505,2
4,W10004_0601,1
4,W10004_0608,2
4,W10004_0612,2
4,W10004_0614,2
4,W10004_0616,5
4,W10004_0618,3
4,W10004_0619,5
4,W10004_0624,4
4,W10004_0625,2
4,W10004_0626,1
4,W10004_0628,5
4,W10004_0637,4
4,W10004_0639,3
4,W10004_0644,3
4,W10004_0645,2
4,W10004_0646,5
4,W10004_0649,1
4,W10004_0651,1
4,W10004_0654,4
4,W10004_0658,3
4,W10004_0661,1
4,W10004_0667,2
4,W10004_0672,1
4,W10004_0678,1
4,W10004_0682,4
4,W10004_0684,2
4,W10004_0685,1
4,W10004_0687,4
4,W10004_0688,2
4,W10004_0689,5
4,W10004_0696,1
4,W10004_0697,1
4,W10004_0701,5
4,W10004_0702,1
4,W10004_0705,2
4,W10004_0712,3
4,W10004_0713,5
4,W10004_0714,4
4,W10004_0729,4
4,W10004_0736,3
4,W10004_0741,5
4,W10004_0745,2
4,W10004_0746,3
4,W10004_0756,1
4,W10004_0757,3
4,W10004_0768,2
4,W10004_0774,3
4,W10004_0775,5
4,W10004_0779,4
4,W10004_0781,4
4,W10004_0782,5
4,W10004_0789,5
4,W10004_0794,1
4,W10004_0798,4
4,W10004_0799,3
4,W10004_0801,1
4,W10004_0802,3
4,W10004_0803,1
4,W10004_0806,5
4,W10004_0807,2
4,W10004_0812,2
4,W10004_0814,3
4,W10004_0815,5
4,W10004_0818,2
4,W10004_0823,5
4,W10004_0827,5
4,W10004_0828,5
4,W10004_0832,1
4,W10004_0833,1
4,W10004_0834,3
4,W10004_0836,2
4,W10004_0842,4
4,W10004_0848,3
4,W10004_0859,3
4,W10004_0866,1
4,W10004_0868,3
4,W10004_0869,5
4,W10004_0877,1
4,W10004_0884,2
4,W10004_0885,1
4,W10004_0891,5
4,W10004_0900,4
4,W10004_0907,3
4,W10004_0913,1
4,W10004_0916,3
4,W10004_0928,3
4,W10004_0932,4
4,W10004_0940,5
4,W10004_0949,2
4,W10004_0955,2
4,W10004_0956,1
4,W10004_0965,4
4,W10004_0966,2
4,W10004_0974,3
4,W10004_0975,5
4,W10004_0981,4
4,W10004_0982,5
4,W10004_0984,5
4,W10004_1000,3
4,W10004_1002,1
4,W10004_1004,5
4,W10004_1011,2
4,W10004_1015,4
4,W10004_1032,3
4,W10004_1045,1
4,W10004_1052,3
4,W10004_1057,5
4,W10004_1072,4
4,W10004_1081,3
4,W10004_1084,4
4,W10004_1099,3
4,W10004_1104,1
4,W10004_1105,1
4,W10004_1112,3
4,W10004_1117,5
4,W10004_1118,1
4,W10004_1140,1
5,B14A,2
5,B37,3
5,B73,5
5,CG119,5
5,CG44,5
5,F42,3
5,LH74,1
5,PHG39,5
5,PHW52,2
5,TX714,4
5,W10004_0007,3
5,W10004_0011,1
5,W10004_0014,2
5,W10004_0018,4
5,W10004_0026,2
5,W10004_0032,2
5,W10004_0037,1
5,W10004_0038,4
5,W10004_0041,3
5,W10004_0045,1
5,W10004_0046,5
5,W10004_0047,2
5,W10004_0053,2
5,W10004_0055,3
5,W10004_0061,2
5,W10004_0062,3
5,W10004_0064,5
5,W10004_0065,5
5,W10004_0068,3
5,W10004_0069,1
5,W10004_0071,4
5,W10004_0072,2
5,W10004_0073,4
5,W10004_0076,4
5,W10004_0080,4
5,W10004_0092,4
5,W10004_0093,1
5,W10004_0095,3
5,W10004_0097,1
5,W10004_0099,4
5,W10004_0103,3
5,W10004_0112,3
5,W10004_0118,3
5,W10004_0119,2
5,W10004_0127,4
5,W10004_0129,3
5,W10004_0132,3
5,W10004_0134,2
5,W10004_0138,5
5,W10004_0140,2
5,W10004_0146,4
5,W10004_0147,5
5,W10004_0148,5
5,W10004_0152,2
5,W10004_0153,3
5,W10004_0160,2
5,W10004_0166,3
5,W10004_0168,1
5,W10004_0185,3
5,W10004_0190,3
5,W10004_0192,5
5,W10004_0197,4
5,W10004_0199,4
5,W10004_0200,4
5,W10004_0203,1
5,W10004_0204,1
5,W10004_0206,4
5,W10004_0212,4
5,W10004_0213,4
5,W10004_0217,5
5,W10004_0220,3
5,W10004_0221,5
5,W10004_0223,4
5,W10004_0224,1
5,W10004_0225,4
5,W10004_0227,1
5,W10004_0231,5
5,W10004_0241,2
5,W10004_0254,3
5,W10004_0258,4
5,W10004_0261,5
5,W10004_0262,3
5,W10004_0264,1
5,W10004_0268,2
5,W10004_0276,2
5,W10004_0292,5
5,W10004_0299,3
5,W10004_0306,1
5,W10004_0308,5
5,W10004_0344,4
5,W10004_0380,5
5,W10004_0381,4
5,W10004_0383,2
5,W10004_0389,1
5,W10004_0403,2
5,W10004_0409,4
5,W10004_0410,2
5,W10004_0419,2
5,W10004_0427,1
5,W10004_0430,4
5,W10004_0465,1
5,W10004_0474,5
5,W10004_0487,1
5,W10004_0498,2
5,W10004_0501,1
5,W10004_0505,2
5,W10004_0601,5
5,W10004_0608,5
5,W10004_0612,1
5,W10004_0614,4
5,W10004_0616,5
5,W10004_0618,3
5,W10004_0619,2
5,W10004_0624,3
5,W10004_0625,5
5,W10004_0626,4
5,W10004_0628,3
5,W10004_0637,1
5,W10004_0639,2
5,W10004_0644,5
5,W10004_0645,5
5,W10004_0646,1
5,W10004_0649,2
5,W10004_0651,2
5,W10004_0654,2
5,W10004_0658,2
5,W10004_0661,3
5,W10004_0667,4
5,W10004_0672,2
5,W10004_0678,1
5,W10004_0682,1
5,W10004_0684,4
5,W10004_0685,1
5,W10004_0687,5
5,W10004_0688,3
5,W10004_0689,3
5,W10004_0696,5
5,W10004_0697,5
5,W10004_0701,5
5,W10004_0702,5
5,W10004_0705,4
5,W10004_0712,2
5,W10004_0713,4
5,W10004_0714,1
5,W10004_0729,1
5,W10004_0736,3
5,W10004_0741,2
5,W10004_0745,5
5,W10004_0746,1
5,W10004_0756,2
5,W10004_0757,3
5,W10004_0768,5
5,W10004_0774,3
5,W10004_0775,2
5,W10004_0779,4
5,W10004_0781,2
5,W10004_0782,1
5,W10004_0789,2
5,W10004_0794,3
5,W10004_0798,5
5,W10004_0799,4
5,W10004_0801,3
5,W10004_0802,1
5,W10004_0803,1
5,W10004_0806,1
5,W10004_0807,1
5,W10004_0812,1
5,W10004_0814,4
5,W10004_0815,2
5,W10004_0818,3
5,W10004_0823,5
5,W10004_0827,5
5,W10004_0828,2
5,W10004_0832,4
5,W10004_0833,3
5,W10004_0834,1
5,W10004_0836,4
5,W10004_0842,2
5,W10004_0848,3
5,W10004_0859,4
5,W10004_0866,2
5,W10004_0868,5
5,W10004_0869,5
5,W10004_0877,5
5,W10004_0884,2
5,W10004_0885,5
5,W10004_0891,3
5,W10004_0900,3
5,W10004_0907,5
5,W10004_0913,1
5,W10004_0916,2
5,W10004_0928,1
5,W10004_0932,4
5,W10004_0940,2
5,W10004_0949,2
5,W10004_0955,4
5,W10004_0956,1
5,W10004_0965,1
5,W10004_0966,3
5,W10004_0974,3
5,W10004_0975,3
5,W10004_0981,1
5,W10004_0982,4
5,W10004_0984,3
5,W10004_1000,3
5,W10004_1002,1
5,W10004_1004,1
5,W10004_1011,1
5,W10004_1015,1
5,W10004_1032,4
5,W10004_1045,5
5,W10004_1052,4
5,W10004_1057,4
5,W10004_1072,5
5,W10004_1081,3
5,W10004_1084,2
5,W10004_1099,1
5,W10004_1104,5
5,W10004_1105,4
5,W10004_1112,3
5,W10004_1117,4
5,W10004_1118,4
5,W10004_1140,3
6,B14A,2
6,B37,1
6,B73,4
6,CG119,2
6,CG44,5
6,F42,3
6,LH74,2
6,PHG39,2
6,PHW52,3
6,TX714,3
6,W10004_0007,5
6,W10004_0011,3
6,W10004_0014,3
6,W10004_0018,4
6,W10004_0026,1
6,W10004_0032,3
6,W10004_0037,4
6,W10004_0038,4
6,W10004_0041,4
6,W10004_0045,2
6,W10004_0046,2
6,W10004_0047,1
6,W10004_0053,4
6,W10004_0055,3
6,W10004_0061,2
6,W10004_0062,2
6,W10004_0064,1
6,W10004_0065,2
6,W10004_0068,4
6,W10004_0069,2
6,W10004_0071,4
6,W10004_0072,1
6,W10004_0073,5
6,W10004_0076,1
6,W10004_0080,5
6,W10004_0092,2
6,W10004_0093,4
6,W10004_0095,1
6,W10004_0097,3
6,W10004_0099,5
6,W10004_0103,3
6,W10004_0112,4
6,W10004_0118,1
6,W10004_0119,1
6,W10004_0127,2
6,W10004_0129,3
6,W10004_0132,2
6,W10004_0134,1
6,W10004_0138,4
6,W10004_0140,1
6,W10004_0146,1
6,W10004_0147,3
6,W10004_0148,4
6,W10004_0152,5
6,W10004_0153,4
6,W10004_0160,5
6,W10004_0166,1
6,W10004_0168,3
6,W10004_0185,5
6,W10004_0190,1
6,W10004_0192,5
6,W10004_0197,2
6,W10004_0199,1
6,W10004_0200,2
6,W10004_0203,3
6,W10004_0204,5
6,W10004_0206,3
6,W10004_0212,3
6,W10004_0213,3
6,W10004_0217,1
6,W10004_0220,1
6,W10004_0221,2
6,W10004_0223,2
6,W10004_0224,4
6,W10004_0225,3
6,W10004_0227,2
6,W10004_0231,2
6,W10004_0241,4
6,W10004_0254,4
6,W10004_0258,2
6,W10004_0261,3
6,W10004_0262,1
6,W10004_0264,5
6,W10004_0268,3
6,W10004_0276,3
6,W10004_0292,5
6,W10004_0299,2
6,W10004_0306,2
6,W10004_0308,5
6,W10004_0344,3
6,W10004_0380,3
6,W10004_0381,5
6,W10004_0383,1
6,W10004_0389,1
6,W10004_0403,3
6,W10004_0409,4
6,W10004_0410,5
6,W10004_0419,5
6,W10004_0427,5
6,W10004_0430,3
6,W10004_0465,2
6,W10004_0474,1
6,W10004_0487,5
6,W10004_0498,5
6,W10004_0501,5
6,W10004_0505,4
6,W10004_0601,4
6,W10004_0608,2
6,W10004_0612,2
6,W10004_0614,2
6,W10004_0616,2
6,W10004_0618,4
6,W10004_0619,5
6,W10004_0624,4
6,W10004_0625,5
6,W10004_0626,2
6,W10004_0628,2
6,W10004_0637,1
6,W10004_0639,5
6,W10004_0644,5
6,W10004_0645,2
6,W10004_0646,3
6,W10004_0649,5
6,W10004_0651,5
6,W10004_0654,5
6,W10004_0658,4
6,W10004_0661,1
6,W10004_0667,1
6,W10004_0672,2
6,W10004_0678,5
6,W10004_0682,4
6,W10004_0684,3
6,W10004_0685,2
6,W10004_0687,5
6,W10004_0688,4
6,W10004_0689,5
6,W10004_0696,2
6,W10004_0697,1
6,W10004_0701,5
6,W10004_0702,2
6,W10004_0705,5
6,W10004_0712,3
6,W10004_0713,3
6,W10004_0714,3
6,W10004_0729,3
6,W10004_0736,1
6,W10004_0741,1
6,W10004_0745,1
6,W10004_0746,4
6,W10004_0756,5
6,W10004_0757,1
6,W10004_0768,4
6,W10004_0774,3
6,W10004_0775,1
6,W10004_0779,1
6,W10004_0781,4
6,W10004_0782,1
6,W10004_0789,4
6,W10004_0794,2
6,W10004_0798,2
6,W10004_0799,3
6,W10004_0801,4
6,W10004_0802,2
6,W10004_0803,1
6,W10004_0806,4
6,W10004_0807,4
6,W10004_0812,2
6,W10004_0814,3
6,W10004_0815,4
6,W10004_0818,1
6,W10004_0823,3
6,W10004_0827,3
